date,l_ipn,r_asn,f,compromised,weekday,month,is_weekend
2006-07-01,0,0.8356138501996362,-0.016117355187611336,0,5,7,1
2006-07-01,0,0.8751383701603086,-0.016117355187611336,0,5,7,1
2006-07-01,0,0.907700021319619,-0.016117355187611336,0,5,7,1
2006-07-01,0,1.3082697676567965,-0.015943890338269866,0,5,7,1
2006-07-01,0,1.7850214902912287,-0.016117355187611336,0,5,7,1
2006-07-01,0,2.0988625619996766,-0.016117355187611336,0,5,7,1
2006-07-01,1,-1.173276194122727,-0.016117355187611336,0,5,7,1
2006-07-01,1,-1.1160373167703541,-0.01525003094090399,0,5,7,1
2006-07-01,1,-0.9533314561032338,-0.015943890338269866,0,5,7,1
2006-07-01,1,-0.9085847845415399,0.07373743677126958,0,5,7,1
2006-07-01,1,-0.819603417065311,-0.014729636392879584,0,5,7,1
2006-07-01,1,-0.7509986803460093,-0.016117355187611336,0,5,7,1
2006-07-01,1,-0.750589099828282,-0.015770425488928395,0,5,7,1
2006-07-01,1,-0.5555263782607148,-0.015076566091562521,0,5,7,1
2006-07-01,1,-0.5435461481171949,-0.016117355187611336,0,5,7,1
2006-07-01,1,-0.3948684201822303,-0.012648058200781956,0,5,7,1
2006-07-01,1,-0.24270925784658465,-0.016117355187611336,0,5,7,1
2006-07-01,1,-0.023583680862545864,-0.015423495790245458,0,5,7,1
2006-07-01,1,0.07379408722709006,-0.0072706478711964196,0,5,7,1
2006-07-01,1,0.24192688975409554,-0.015770425488928395,0,5,7,1
2006-07-01,1,0.27018794547727065,-0.015596960639586929,0,5,7,1
2006-07-01,1,0.27029034060670243,-0.015943890338269866,0,5,7,1
2006-07-01,1,0.3500561464340698,-0.016117355187611336,0,5,7,1
2006-07-01,1,0.758715107996359,-0.016117355187611336,0,5,7,1
2006-07-01,1,1.3082697676567965,-0.016117355187611336,0,5,7,1
2006-07-01,2,-1.1085624723218332,0.021524517119487423,0,5,7,1
2006-07-01,2,-0.878275826229729,-0.014903101242221052,0,5,7,1
2006-07-01,2,-0.8682411035454132,-0.016117355187611336,0,5,7,1
2006-07-01,2,-0.800250737602702,-0.014903101242221052,0,5,7,1
2006-07-01,2,-0.6677514401179608,-0.015770425488928395,0,5,7,1
2006-07-01,2,-0.6632460544229619,-0.01525003094090399,0,5,7,1
2006-07-01,2,-0.5242958637840177,0.1455518843986377,0,5,7,1
2006-07-01,2,-0.5126228190287931,-0.015770425488928395,0,5,7,1
2006-07-01,2,-0.4875360123180037,0.018055220132658045,0,5,7,1
2006-07-01,2,0.24192688975409554,-0.00553599937778173,0,5,7,1
2006-07-01,2,0.7966013058861227,-0.007617577569879357,0,5,7,1
2006-07-01,2,1.8149208680853126,-0.015596960639586929,0,5,7,1
2006-07-01,2,2.1627571227651163,-0.014903101242221052,0,5,7,1
2006-07-01,2,2.202691223243516,0.013892063748462791,0,5,7,1
2006-07-01,2,2.454992822163456,-0.016117355187611336,0,5,7,1
2006-07-01,3,-1.1160373167703541,-0.016117355187611336,0,5,7,1
2006-07-01,3,-1.0225505635991265,-0.016117355187611336,0,5,7,1
2006-07-01,3,-0.819603417065311,-0.016117355187611336,0,5,7,1
2006-07-01,3,-0.750589099828282,-0.015076566091562521,0,5,7,1
2006-07-01,3,-0.023583680862545864,-0.01525003094090399,0,5,7,1
2006-07-01,3,0.24192688975409554,-0.015943890338269866,0,5,7,1
2006-07-01,3,0.3227166468757809,-0.016117355187611336,0,5,7,1
2006-07-01,3,0.5417398287303878,-0.016117355187611336,0,5,7,1
2006-07-01,3,1.3082697676567965,-0.015943890338269866,0,5,7,1
2006-07-01,4,-1.1160373167703541,-0.015423495790245458,0,5,7,1
2006-07-01,4,-1.0721098062441146,-0.016117355187611336,0,5,7,1
2006-07-01,4,-0.8992668277632467,-0.012648058200781956,0,5,7,1
2006-07-01,4,-0.878275826229729,-0.014556171543538115,0,5,7,1
2006-07-01,4,-0.800250737602702,-0.016117355187611336,0,5,7,1
2006-07-01,4,-0.3948684201822303,-0.012648058200781956,0,5,7,1
2006-07-01,4,-0.023583680862545864,-0.016117355187611336,0,5,7,1
2006-07-01,4,0.24192688975409554,-0.01039301515934286,0,5,7,1
2006-07-01,4,0.27029034060670243,-0.01525003094090399,0,5,7,1
2006-07-01,4,1.3082697676567965,-0.016117355187611336,0,5,7,1
2006-07-01,4,2.031281776574693,-0.0018932375416108823,0,5,7,1
2006-07-01,5,-1.0225505635991265,-0.015770425488928395,0,5,7,1
2006-07-01,5,-0.878275826229729,-0.015770425488928395,0,5,7,1
2006-07-01,5,-0.819603417065311,-0.016117355187611336,0,5,7,1
2006-07-01,5,-0.750589099828282,-0.015076566091562521,0,5,7,1
2006-07-01,5,-0.41657618762177057,-0.01525003094090399,0,5,7,1
2006-07-01,5,-0.41606421197461163,-0.015596960639586929,0,5,7,1
2006-07-01,5,-0.023583680862545864,-0.01525003094090399,0,5,7,1
2006-07-01,5,0.17700837769433825,-0.015943890338269866,0,5,7,1
2006-07-01,5,0.22810354728080337,-0.014903101242221052,0,5,7,1
2006-07-01,5,0.24192688975409554,-0.016117355187611336,0,5,7,1
2006-07-01,5,0.3227166468757809,-0.015943890338269866,0,5,7,1
2006-07-01,5,1.3082697676567965,-0.016117355187611336,0,5,7,1
2006-07-01,6,-1.1160373167703541,-0.015943890338269866,0,5,7,1
2006-07-01,6,-0.819603417065311,-0.01386231214617224,0,5,7,1
2006-07-01,6,-0.750589099828282,-0.014903101242221052,0,5,7,1
2006-07-01,6,-0.74761964107476,-0.01525003094090399,0,5,7,1
2006-07-01,6,-0.16110033968944498,-0.014382706694196645,0,5,7,1
2006-07-01,6,-0.023583680862545864,-0.014035776995513708,0,5,7,1
2006-07-01,6,0.0849551563351556,-0.016117355187611336,0,5,7,1
2006-07-01,6,0.24192688975409554,-0.015943890338269866,0,5,7,1
2006-07-01,6,0.3227166468757809,-0.015596960639586929,0,5,7,1
2006-07-01,6,0.5417398287303878,-0.016117355187611336,0,5,7,1
2006-07-01,6,0.758715107996359,-0.016117355187611336,0,5,7,1
2006-07-01,7,-1.2317438130282812,-0.015076566091562521,0,5,7,1
2006-07-01,7,-1.0225505635991265,-0.008311436967245232,0,5,7,1
2006-07-01,7,-0.8992668277632467,-0.006750253323172012,0,5,7,1
2006-07-01,7,-0.8854434852899545,-0.015770425488928395,0,5,7,1
2006-07-01,7,-0.878275826229729,-0.010219550310001392,0,5,7,1
2006-07-01,7,-0.8761255285116613,-0.014556171543538115,0,5,7,1
2006-07-01,7,-0.7807956630106613,-0.01525003094090399,0,5,7,1
2006-07-01,7,-0.5842994096310489,-0.014556171543538115,0,5,7,1
2006-07-01,7,-0.4437108969211959,-0.015943890338269866,0,5,7,1
2006-07-01,7,-0.43818155993187907,-0.015943890338269866,0,5,7,1
2006-07-01,7,-0.41657618762177057,-0.015423495790245458,0,5,7,1
2006-07-01,7,-0.3053750770588425,-0.015943890338269866,0,5,7,1
2006-07-01,7,-0.16110033968944498,-0.015943890338269866,0,5,7,1
2006-07-01,7,-0.1408261040619498,-0.015423495790245458,0,5,7,1
2006-07-01,7,0.008568389779037398,-0.015943890338269866,0,5,7,1
2006-07-01,7,0.31032683621453383,-0.010739944858025798,0,5,7,1
2006-07-01,7,0.3227166468757809,-0.015943890338269866,0,5,7,1
2006-07-01,7,0.3780100167689495,-0.012994987899464894,0,5,7,1
2006-07-01,7,0.473135092011086,-0.015596960639586929,0,5,7,1
2006-07-01,7,0.519315295384825,-0.015076566091562521,0,5,7,1
2006-07-01,7,0.6948205472309197,-0.007964507268562295,0,5,7,1
2006-07-01,7,0.7339354866738649,-0.01368884729683077,0,5,7,1
2006-07-01,7,0.9938143251717576,-0.01178073395407461,0,5,7,1
2006-07-01,7,1.0381514162157244,-0.015423495790245458,0,5,7,1
2006-07-01,7,1.093956761756052,-0.015943890338269866,0,5,7,1
2006-07-01,7,1.4161942340779072,-0.01525003094090399,0,5,7,1
2006-07-01,7,1.4280720690919952,-0.015423495790245458,0,5,7,1
2006-07-01,7,1.4297103911629039,-0.01368884729683077,0,5,7,1
2006-07-01,7,1.4428169677301736,-0.0135153824474893,0,5,7,1
2006-07-01,7,1.800278364576566,-0.014903101242221052,0,5,7,1
2006-07-01,7,2.1293763105703514,-0.015076566091562521,0,5,7,1
2006-07-01,7,2.1790379483447713,-0.015943890338269866,0,5,7,1
2006-07-01,8,-1.240345003900552,-0.015596960639586929,0,5,7,1
2006-07-01,8,-1.24024260877112,-0.015770425488928395,0,5,7,1
2006-07-01,8,-1.2317438130282812,-0.015076566091562521,0,5,7,1
2006-07-01,8,-1.2215043000851018,-0.015596960639586929,0,5,7,1
2006-07-01,8,-1.1858707950428375,-0.014556171543538115,0,5,7,1
2006-07-01,8,-1.1624223104029567,-0.01525003094090399,0,5,7,1
2006-07-01,8,-1.129963054373078,-0.016117355187611336,0,5,7,1
2006-07-01,8,-1.0736457331855915,-0.015423495790245458,0,5,7,1
2006-07-01,8,-1.0721098062441146,-0.015596960639586929,0,5,7,1
2006-07-01,8,-1.0225505635991265,-0.012648058200781956,0,5,7,1
2006-07-01,8,-0.9985901033120868,-0.015076566091562521,0,5,7,1
2006-07-01,8,-0.952717085326643,-0.012301128502099018,0,5,7,1
2006-07-01,8,-0.8992668277632467,-0.015423495790245458,0,5,7,1
2006-07-01,8,-0.878275826229729,-0.015423495790245458,0,5,7,1
2006-07-01,8,-0.8639405081092778,-0.015596960639586929,0,5,7,1
2006-07-01,8,-0.8334267595386032,-0.016117355187611336,0,5,7,1
2006-07-01,8,-0.8060872599803143,-0.015596960639586929,0,5,7,1
2006-07-01,8,-0.6640652154584162,-0.0135153824474893,0,5,7,1
2006-07-01,8,-0.6631436592935301,-0.014035776995513708,0,5,7,1
2006-07-01,8,-0.6141987874251327,-0.015596960639586929,0,5,7,1
2006-07-01,8,-0.5821491119129812,-0.015596960639586929,0,5,7,1
2006-07-01,8,-0.5323850790091293,-0.015596960639586929,0,5,7,1
2006-07-01,8,-0.4437108969211959,-0.016117355187611336,0,5,7,1
2006-07-01,8,-0.42364145155256433,-0.015596960639586929,0,5,7,1
2006-07-01,8,-0.41657618762177057,-0.01525003094090399,0,5,7,1
2006-07-01,8,-0.41606421197461163,-0.015076566091562521,0,5,7,1
2006-07-01,8,-0.3758229261079166,-0.01525003094090399,0,5,7,1
2006-07-01,8,-0.12546683464718072,-0.015596960639586929,0,5,7,1
2006-07-01,8,0.04235878249152936,-0.015596960639586929,0,5,7,1
2006-07-01,8,0.1793634656712695,-0.015596960639586929,0,5,7,1
2006-07-01,8,0.31032683621453383,0.023259165612902113,0,5,7,1
2006-07-01,8,0.3227166468757809,-0.016117355187611336,0,5,7,1
2006-07-01,8,0.5361080966116392,-0.015423495790245458,0,5,7,1
2006-07-01,8,0.9938143251717576,-0.016117355187611336,0,5,7,1
2006-07-01,8,1.0307789668966352,-0.015596960639586929,0,5,7,1
2006-07-01,8,1.093956761756052,-0.014903101242221052,0,5,7,1
2006-07-01,8,1.110339982465139,-0.015596960639586929,0,5,7,1
2006-07-01,8,1.558318673729237,-0.015943890338269866,0,5,7,1
2006-07-01,8,2.1928612908180636,-0.015596960639586929,0,5,7,1
2006-07-01,9,-1.2324605789343037,-0.00883183151526964,0,5,7,1
2006-07-01,9,-1.2215043000851018,-0.01525003094090399,0,5,7,1
2006-07-01,9,-1.185666004783974,-0.016117355187611336,0,5,7,1
2006-07-01,9,-1.1711258964046594,-0.014903101242221052,0,5,7,1
2006-07-01,9,-1.1160373167703541,-0.013341917598147832,0,5,7,1
2006-07-01,9,-1.0225505635991265,0.0171878958859507,0,5,7,1
2006-07-01,9,-0.9448326603603949,-0.003974815733708509,0,5,7,1
2006-07-01,9,-0.8992668277632467,-0.01039301515934286,0,5,7,1
2006-07-01,9,-0.878275826229729,-0.014035776995513708,0,5,7,1
2006-07-01,9,-0.8059848648508825,-0.015943890338269866,0,5,7,1
2006-07-01,9,-0.6511634291500102,0.0017495242945599653,0,5,7,1
2006-07-01,9,-0.5842994096310489,-0.015423495790245458,0,5,7,1
2006-07-01,9,-0.5821491119129812,-0.015076566091562521,0,5,7,1
2006-07-01,9,-0.5032024671210682,-0.015423495790245458,0,5,7,1
2006-07-01,9,-0.45005939494596714,-0.010739944858025798,0,5,7,1
2006-07-01,9,-0.41657618762177057,-0.01525003094090399,0,5,7,1
2006-07-01,9,-0.41606421197461163,-0.015943890338269866,0,5,7,1
2006-07-01,9,-0.33035948864020015,-0.015423495790245458,0,5,7,1
2006-07-01,9,-0.16110033968944498,-0.016117355187611336,0,5,7,1
2006-07-01,9,-0.1408261040619498,-0.01525003094090399,0,5,7,1
2006-07-01,9,-0.13765185504956418,-0.015076566091562521,0,5,7,1
2006-07-01,9,-0.0893213539577575,-0.006056393925806137,0,5,7,1
2006-07-01,9,-0.06679442548276286,-0.01368884729683077,0,5,7,1
2006-07-01,9,-0.06546328880014954,-0.01525003094090399,0,5,7,1
2006-07-01,9,0.004472584601765646,-0.014729636392879584,0,5,7,1
2006-07-01,9,0.00805641413187843,-0.014209241844855176,0,5,7,1
2006-07-01,9,0.008568389779037398,-0.015076566091562521,0,5,7,1
2006-07-01,9,0.2703927357361342,-0.002587096938976758,0,5,7,1
2006-07-01,9,0.27049513086556604,0.040605650547049,0,5,7,1
2006-07-01,9,0.31032683621453383,-0.009352226063294047,0,5,7,1
2006-07-01,9,0.44753630965313757,-0.01368884729683077,0,5,7,1
2006-07-01,9,0.5090757824416456,-0.014903101242221052,0,5,7,1
2006-07-01,9,1.0874034734724172,-0.015596960639586929,0,5,7,1
2006-07-01,9,1.4297103911629039,-0.0008524484455620687,0,5,7,1
2006-07-01,9,1.8511687439041675,-0.01525003094090399,0,5,7,1
2006-07-01,9,2.1790379483447713,-0.016117355187611336,0,5,7,1
2006-07-01,9,2.452330548798229,0.021351052270145957,0,5,7,1
2006-07-02,0,-1.2215043000851018,-0.016117355187611336,0,6,7,1
2006-07-02,0,-1.1711258964046594,-0.016117355187611336,0,6,7,1
2006-07-02,0,-1.1644702129915927,-0.016117355187611336,0,6,7,1
2006-07-02,0,-0.9854835267448171,-0.016117355187611336,0,6,7,1
2006-07-02,0,-0.9653116862467537,-0.016117355187611336,0,6,7,1
2006-07-02,0,-0.95425301226812,-0.016117355187611336,0,6,7,1
2006-07-02,0,-0.9504643924791436,-0.016117355187611336,0,6,7,1
2006-07-02,0,-0.9081752040238128,-0.014903101242221052,0,6,7,1
2006-07-02,0,-0.9029530524227912,-0.016117355187611336,0,6,7,1
2006-07-02,0,-0.878275826229729,-0.01386231214617224,0,6,7,1
2006-07-02,0,-0.7548896952644174,-0.016117355187611336,0,6,7,1
2006-07-02,0,-0.6836226851798889,-0.016117355187611336,0,6,7,1
2006-07-02,0,-0.31745770233179416,-0.016117355187611336,0,6,7,1
2006-07-02,0,-0.2488529656124923,-0.016117355187611336,0,6,7,1
2006-07-02,0,-0.20472066482738915,-0.016117355187611336,0,6,7,1
2006-07-02,0,-0.08061776795605502,-0.015943890338269866,0,6,7,1
2006-07-02,0,0.01880790272221678,-0.016117355187611336,0,6,7,1
2006-07-02,0,0.04133483119721142,-0.016117355187611336,0,6,7,1
2006-07-02,0,0.08270246348765613,-0.016117355187611336,0,6,7,1
2006-07-02,0,0.13553835027446173,-0.0135153824474893,0,6,7,1
2006-07-02,0,0.16492575242138657,0.13098083705395433,0,6,7,1
2006-07-02,0,0.3751429531448593,-0.016117355187611336,0,6,7,1
2006-07-02,0,0.549624253696636,-0.015943890338269866,0,6,7,1
2006-07-02,0,0.5856673392566274,-0.016117355187611336,0,6,7,1
2006-07-02,0,0.729430100978866,-0.016117355187611336,0,6,7,1
2006-07-02,0,0.8460581534016791,-0.016117355187611336,0,6,7,1
2006-07-02,0,1.1028651380166181,-0.016117355187611336,0,6,7,1
2006-07-02,0,1.224100971263862,-0.015943890338269866,0,6,7,1
2006-07-02,0,1.4280720690919952,-0.016117355187611336,0,6,7,1
2006-07-02,0,1.4297103911629039,-0.016117355187611336,0,6,7,1
2006-07-02,0,1.6828311511182985,-0.016117355187611336,0,6,7,1
2006-07-02,0,2.2027936183729477,-0.016117355187611336,0,6,7,1
2006-07-02,0,2.203407989149538,-0.016117355187611336,0,6,7,1
2006-07-02,0,2.4347185865359604,-0.016117355187611336,0,6,7,1
2006-07-02,1,-1.1644702129915927,-0.016117355187611336,0,6,7,1
2006-07-02,1,-0.9508739729968708,-0.015943890338269866,0,6,7,1
2006-07-02,1,-0.9504643924791436,-0.01525003094090399,0,6,7,1
2006-07-02,1,-0.9085847845415399,0.26316105225215364,0,6,7,1
2006-07-02,1,-0.9081752040238128,-0.007617577569879357,0,6,7,1
2006-07-02,1,-0.8994716180221103,-0.015943890338269866,0,6,7,1
2006-07-02,1,-0.8795045677829105,-0.016117355187611336,0,6,7,1
2006-07-02,1,-0.878275826229729,-0.014903101242221052,0,6,7,1
2006-07-02,1,-0.819603417065311,-0.015943890338269866,0,6,7,1
2006-07-02,1,-0.800250737602702,-0.016117355187611336,0,6,7,1
2006-07-02,1,-0.7548896952644174,-0.016117355187611336,0,6,7,1
2006-07-02,1,-0.750589099828282,-0.014729636392879584,0,6,7,1
2006-07-02,1,-0.7501795193105548,-0.016117355187611336,0,6,7,1
2006-07-02,1,-0.74761964107476,-0.015770425488928395,0,6,7,1
2006-07-02,1,-0.6866945390628427,-0.016117355187611336,0,6,7,1
2006-07-02,1,-0.5795892336771864,-0.015943890338269866,0,6,7,1
2006-07-02,1,-0.5126228190287931,-0.016117355187611336,0,6,7,1
2006-07-02,1,-0.08061776795605502,-0.016117355187611336,0,6,7,1
2006-07-02,1,-0.0728357381192387,-0.015943890338269866,0,6,7,1
2006-07-02,1,-0.023583680862545864,-0.016117355187611336,0,6,7,1
2006-07-02,1,0.016760000133580904,-0.00709718302185495,0,6,7,1
2006-07-02,1,0.01880790272221678,-0.016117355187611336,0,6,7,1
2006-07-02,1,0.14669941938252729,-0.015943890338269866,0,6,7,1
2006-07-02,1,0.16492575242138657,0.13098083705395433,0,6,7,1
2006-07-02,1,0.16676886475115887,-0.015596960639586929,0,6,7,1
2006-07-02,1,0.27018794547727065,-0.015076566091562521,0,6,7,1
2006-07-02,1,0.27029034060670243,-0.0135153824474893,0,6,7,1
2006-07-02,1,0.31032683621453383,-0.014556171543538115,0,6,7,1
2006-07-02,1,0.48265783904824283,-0.015943890338269866,0,6,7,1
2006-07-02,1,0.5166530220195984,-0.015770425488928395,0,6,7,1
2006-07-02,1,0.758715107996359,-0.015943890338269866,0,6,7,1
2006-07-02,1,0.7993659743807812,-0.016117355187611336,0,6,7,1
2006-07-02,1,1.0889394004138941,-0.016117355187611336,0,6,7,1
2006-07-02,1,2.0587236712624137,-0.016117355187611336,0,6,7,1
2006-07-02,1,2.1655217912597746,-0.016117355187611336,0,6,7,1
2006-07-02,1,2.202998408631811,-0.016117355187611336,0,6,7,1
2006-07-02,1,2.5177610365051453,-0.016117355187611336,0,6,7,1
2006-07-02,2,-1.2250881296152147,-0.016117355187611336,0,6,7,1
2006-07-02,2,-1.1644702129915927,-0.016117355187611336,0,6,7,1
2006-07-02,2,-1.1085624723218332,-0.00033205389753766183,0,6,7,1
2006-07-02,2,-0.9728889258247064,-0.016117355187611336,0,6,7,1
2006-07-02,2,-0.9444230798426677,-0.009699155761976984,0,6,7,1
2006-07-02,2,-0.8786854067474561,-0.016117355187611336,0,6,7,1
2006-07-02,2,-0.878275826229729,-0.015076566091562521,0,6,7,1
2006-07-02,2,-0.800250737602702,-0.0135153824474893,0,6,7,1
2006-07-02,2,-0.5242958637840177,0.1460722789466621,0,6,7,1
2006-07-02,2,-0.5126228190287931,-0.015596960639586929,0,6,7,1
2006-07-02,2,-0.4875360123180037,-0.0018932375416108823,0,6,7,1
2006-07-02,2,0.0383653724436894,-0.015770425488928395,0,6,7,1
2006-07-02,2,0.16492575242138657,0.13098083705395433,0,6,7,1
2006-07-02,2,1.8149208680853126,-0.015596960639586929,0,6,7,1
2006-07-02,3,-1.1644702129915927,-0.015943890338269866,0,6,7,1
2006-07-02,3,-0.9081752040238128,-0.015423495790245458,0,6,7,1
2006-07-02,3,-0.8994716180221103,-0.015943890338269866,0,6,7,1
2006-07-02,3,-0.8749991820879115,-0.015943890338269866,0,6,7,1
2006-07-02,3,-0.819603417065311,-0.015596960639586929,0,6,7,1
2006-07-02,3,-0.750589099828282,-0.014903101242221052,0,6,7,1
2006-07-02,3,-0.74761964107476,-0.016117355187611336,0,6,7,1
2006-07-02,3,0.14782576580627702,-0.016117355187611336,0,6,7,1
2006-07-02,3,0.16492575242138657,-0.016117355187611336,0,6,7,1
2006-07-02,3,0.5166530220195984,-0.015596960639586929,0,6,7,1
2006-07-02,4,-1.1644702129915927,-0.016117355187611336,0,6,7,1
2006-07-02,4,-0.9081752040238128,-0.011260339406050205,0,6,7,1
2006-07-02,4,-0.800250737602702,-0.016117355187611336,0,6,7,1
2006-07-02,4,0.16492575242138657,0.05136047120622008,0,6,7,1
2006-07-02,4,0.27029034060670243,-0.015596960639586929,0,6,7,1
2006-07-02,4,1.8181975122271299,0.05535016274107386,0,6,7,1
2006-07-02,4,2.031281776574693,-0.0015463078429279445,0,6,7,1
2006-07-02,4,2.2027936183729477,-0.013168452748806363,0,6,7,1
2006-07-02,5,-1.2215043000851018,-0.016117355187611336,0,6,7,1
2006-07-02,5,-1.1644702129915927,-0.016117355187611336,0,6,7,1
2006-07-02,5,-1.0225505635991265,-0.015943890338269866,0,6,7,1
2006-07-02,5,-0.9081752040238128,-0.015423495790245458,0,6,7,1
2006-07-02,5,-0.8992668277632467,-0.016117355187611336,0,6,7,1
2006-07-02,5,-0.8749991820879115,-0.016117355187611336,0,6,7,1
2006-07-02,5,-0.819603417065311,-0.014556171543538115,0,6,7,1
2006-07-02,5,-0.750589099828282,-0.015076566091562521,0,6,7,1
2006-07-02,5,-0.74761964107476,-0.015943890338269866,0,6,7,1
2006-07-02,5,-0.41657618762177057,-0.015423495790245458,0,6,7,1
2006-07-02,5,-0.41606421197461163,-0.015423495790245458,0,6,7,1
2006-07-02,5,-0.20472066482738915,-0.015076566091562521,0,6,7,1
2006-07-02,5,-0.08061776795605502,-0.015943890338269866,0,6,7,1
2006-07-02,5,0.16492575242138657,-0.016117355187611336,0,6,7,1
2006-07-02,5,0.17700837769433825,-0.015943890338269866,0,6,7,1
2006-07-02,5,0.22810354728080337,-0.015596960639586929,0,6,7,1
2006-07-02,5,0.5166530220195984,-0.015943890338269866,0,6,7,1
2006-07-02,5,0.5417398287303878,-0.015943890338269866,0,6,7,1
2006-07-02,6,-1.1644702129915927,-0.016117355187611336,0,6,7,1
2006-07-02,6,-0.9081752040238128,-0.015423495790245458,0,6,7,1
2006-07-02,6,-0.8994716180221103,-0.015943890338269866,0,6,7,1
2006-07-02,6,-0.819603417065311,-0.015423495790245458,0,6,7,1
2006-07-02,6,-0.750589099828282,-0.014903101242221052,0,6,7,1
2006-07-02,6,-0.7501795193105548,-0.016117355187611336,0,6,7,1
2006-07-02,6,-0.74761964107476,-0.015943890338269866,0,6,7,1
2006-07-02,6,0.16492575242138657,-0.016117355187611336,0,6,7,1
2006-07-02,6,0.5166530220195984,-0.015943890338269866,0,6,7,1
2006-07-02,7,-1.2317438130282812,-0.015076566091562521,0,6,7,1
2006-07-02,7,-1.0225505635991265,-0.01525003094090399,0,6,7,1
2006-07-02,7,-0.878275826229729,-0.016117355187611336,0,6,7,1
2006-07-02,7,-0.41657618762177057,-0.015943890338269866,0,6,7,1
2006-07-02,7,-0.41606421197461163,-0.015943890338269866,0,6,7,1
2006-07-02,7,0.5166530220195984,-0.015943890338269866,0,6,7,1
2006-07-02,7,0.6948205472309197,-0.007964507268562295,0,6,7,1
2006-07-02,8,-1.2317438130282812,-0.015076566091562521,0,6,7,1
2006-07-02,8,-0.8992668277632467,-0.016117355187611336,0,6,7,1
2006-07-02,8,-0.8639405081092778,-0.015596960639586929,0,6,7,1
2006-07-02,8,-0.41606421197461163,-0.015943890338269866,0,6,7,1
2006-07-02,8,0.16492575242138657,0.08258414408768448,0,6,7,1
2006-07-02,8,0.31032683621453383,0.0019229891439014343,0,6,7,1
2006-07-02,9,-0.5126228190287931,-0.015943890338269866,0,6,7,1
2006-07-02,9,-0.41657618762177057,-0.015770425488928395,0,6,7,1
2006-07-03,0,-1.2375803354058934,-0.016117355187611336,0,0,7,0
2006-07-03,0,-1.2215043000851018,-0.016117355187611336,0,0,7,0
2006-07-03,0,-1.1711258964046594,-0.015076566091562521,0,0,7,0
2006-07-03,0,-0.9504643924791436,-0.016117355187611336,0,0,7,0
2006-07-03,0,-0.9081752040238128,-0.014729636392879584,0,0,7,0
2006-07-03,0,-0.8884129440434766,-0.016117355187611336,0,0,7,0
2006-07-03,0,-0.878275826229729,-0.011433804255391674,0,0,7,0
2006-07-03,0,-0.8548273415898482,-0.016117355187611336,0,0,7,0
2006-07-03,0,-0.819603417065311,-0.016117355187611336,0,0,7,0
2006-07-03,0,-0.800250737602702,-0.016117355187611336,0,0,7,0
2006-07-03,0,-0.7807956630106613,0.0012291297465355587,0,0,7,0
2006-07-03,0,-0.7548896952644174,-0.015770425488928395,0,0,7,0
2006-07-03,0,-0.74761964107476,-0.016117355187611336,0,0,7,0
2006-07-03,0,-0.6916095052755687,-0.016117355187611336,0,0,7,0
2006-07-03,0,-0.6811652020735258,-0.016117355187611336,0,0,7,0
2006-07-03,0,-0.6134820215191101,-0.016117355187611336,0,0,7,0
2006-07-03,0,-0.5842994096310489,-0.016117355187611336,0,0,7,0
2006-07-03,0,-0.5544000318369651,-0.016117355187611336,0,0,7,0
